IncidentDate,State,CityOrCounty,Address,Killed,Injured,Operations
"February 11, 2018",Michigan,Detroit,"19432 Lamont St",4,3,N/A
"February 10, 2018",Kentucky,Paintsville,"413 Mill St",5,0,N/A
"February 7, 2018",Florida,"Lake Worth (Lantana)","I-95 and Lantana Ave",3,3,N/A
"February 5, 2018",Colorado,"Colorado Springs","4225 Galley Rd",2,4,N/A
"February 3, 2018",Ohio,"Cleveland (Garfield Heights)","11321 Broadway Ave",1,5,N/A
"January 31, 2018",Missouri,"Saint Louis","Goodfellow Blvd and Dr Martin Luther King Dr",0,4,N/A
"January 28, 2018",Pennsylvania,Melcroft,"1301 Indian Creek Valley Rd",5,0,N/A
"January 28, 2018",Indiana,Indianapolis,"1313 N Sherman Dr",2,3,N/A
"January 28, 2018",Pennsylvania,Reading,"123 S 3rd St",4,0,N/A
"January 27, 2018",Kentucky,"Bowling Green","645 Pearl Street",0,4,N/A
"January 27, 2018",California,"Los Angeles","243 East 119th St",0,5,N/A
"January 25, 2018","District of Columbia",Washington,"1600 block of Kenilworth Ave NE",0,4,N/A
"January 23, 2018",Kentucky,Benton,"416 High School Rd",2,14,N/A
"January 23, 2018",Pennsylvania,Philadelphia,"N 24th St and Ridge Ave",0,4,N/A
"January 21, 2018",Florida,Orlando,"3101 Willow Bend Blvd",0,4,N/A
"January 21, 2018",Illinois,Chicago,"3200 W Division St",0,4,N/A
"January 17, 2018","District of Columbia",Washington,"2000 block of 16th St SE",1,3,N/A
"January 15, 2018",Florida,Alachua,"14223 NW 156th Pl",0,5,N/A
"January 14, 2018",Alabama,Eutaw,"809 Mesopotamia St",1,4,N/A
"January 14, 2018",Alabama,Madison,"101 Westchester Dr",0,4,N/A
"January 12, 2018",Tennessee,Nashville,"2614 Jenkins Ct",3,2,N/A
"January 11, 2018",Missouri,"Saint Robert (St Robert)","St Robert Outer Road and Houston Road",2,2,N/A
"January 7, 2018",Alabama,"Union Springs",US-29,1,5,N/A
"January 7, 2018",Florida,Plantation,"5225 W Broward Blvd",0,4,N/A
"January 5, 2018",Mississippi,Hattiesburg,"6168 US 49",0,6,N/A
"January 4, 2018",Arkansas,Brinkley,"615 W 6th St",1,3,N/A
"January 1, 2018",Alabama,Huntsville,"2025 Sparkman Dr NW",1,3,N/A
"December 29, 2014",Louisiana,"New Orleans","Poydras and Bolivar",0,4,N/A
"December 27, 2014",California,"Los Angeles","8800 block of South Figueroa Street",1,3,N/A
"December 27, 2014",California,Sacramento,"4000 block of May Street",0,4,N/A
"December 26, 2014",Illinois,"East St. Louis","2500 block of Summit Avenue",1,3,N/A
"December 24, 2014",Missouri,"Saint Louis","18th and Pine",1,3,N/A
"December 23, 2014",Kentucky,Winchester,"260 Oxford Drive",1,3,N/A
"December 22, 2014",Michigan,Detroit,"Charlevoix and Philip",1,3,N/A
"December 22, 2014","New York",Webster,"191 Lake Road",4,2,N/A
"December 22, 2014",Illinois,Chicago,"5700 block of South Green Street",0,5,N/A
"December 21, 2014",Florida,Sarasota,"4034 N Washington Blvd",2,2,N/A
"December 21, 2014",Mississippi,Waynesboro,"Central Avenue",1,4,N/A
"December 21, 2014",Illinois,"Calumet City","600 block of Escanba",1,8,N/A
"December 20, 2014",Illinois,Rockford,"3200 block of Montrose Avenue",4,0,N/A
"December 16, 2014","New Jersey",Elizabeth,"Anna Street",0,4,N/A
"December 15, 2014",Pennsylvania,Lansdale,"100 block of West 5th St",7,0,N/A
"December 14, 2014",Florida,Miami,"1311 Northwest 2nd Avenue",1,4,N/A
"December 13, 2014",Florida,Tampa,"810 E. Skagway Ave.",0,5,N/A
"December 12, 2014",Oregon,Portland,"717 North Killingsworth Court",0,4,N/A
"December 7, 2014",Indiana,"South Bend","16000 block of Roosevelt Road",0,4,N/A
"December 2, 2014",Missouri,"Saint Louis","6000 block of Virginia Avenue",1,5,N/A
"December 2, 2014",Virginia,"Newport News","6128 Jefferson Ave ",0,5,N/A
"November 30, 2014","New York",Brooklyn,"375 Remsen Avenue",0,4,N/A
"November 30, 2014",Tennessee,Chattanooga,"2412 East 13th Street ",0,5,N/A
"November 29, 2014","New Jersey",Newark,"348 S Orange Ave",1,3,N/A
"November 29, 2014",Georgia,Atlanta,"1600 block of Richmond Avenue",3,2,N/A
"November 28, 2014",Tennessee,Memphis,"1849 East Brooks Road ",0,4,N/A
"November 27, 2014",Texas,Georgetown,"Pvt Rd 934",2,3,N/A
"November 26, 2014",California,"San Francisco","Mission and 13th streets",0,6,N/A
"November 23, 2014",Virginia,Parksley,"Parksley Road",0,4,N/A
"November 23, 2014",Colorado,Denver,"Federal Boulevard and 16th Avenue",1,4,N/A
"November 22, 2014",Ohio,Cleveland,"1443 E 92nd St",4,1,N/A
"November 22, 2014","South Dakota",Sisseton,"Fourth Avenue",4,1,N/A
"November 22, 2014",Ohio,Springfield,"Clifton Avenue and Rice Street",1,3,N/A
"November 21, 2014",Pennsylvania,Pittsburgh,"600 block of Miller Avenue",0,6,N/A
"November 19, 2014",Illinois,Chicago,"700 block of North St. Louis Avenue",1,3,N/A
"November 18, 2014",Nevada,"North Las Vegas","Englestad Street",0,4,N/A
"November 16, 2014",Ohio,Akron,"1891 E Market St",1,4,N/A
"November 16, 2014",Texas,"El Paso","115 S. Durango",0,6,N/A
"November 15, 2014",Missouri,Springfield,"2555 N. Glenstone",4,0,N/A
"November 15, 2014",Florida,Miami,"NW 55th and 12th",1,3,N/A
"November 8, 2014",California,Pomona,"499 E. Arrow Highway",0,5,N/A
"November 7, 2014",California,Compton,"136th Street ",0,4,N/A
"November 7, 2014",California,"Los Angeles","East 126th Street and North Compton Avenue",0,4,N/A
"November 5, 2014",California,"San Francisco","1100 block of Alabama Street ",0,4,N/A
"October 29, 2014",Tennessee,Memphis,"Yale Road and Ramill Road",0,5,N/A
"October 26, 2014",Kentucky,Cadiz,"1410 Old Dover Road",4,0,N/A
"October 24, 2014",Washington,Marysville,"5611 108th St NE",5,1,N/A
"October 18, 2014","New York",Queens,"33-02 Queens Blvd",0,4,N/A
"October 18, 2014","South Carolina",Graniteville,"192 Breezy Hill Road",1,3,N/A
"October 18, 2014","New York",Brooklyn,"Lenox Road",0,4,N/A
"October 16, 2014",Michigan,Detroit,"Mogul Street",1,3,N/A
"October 14, 2014",Georgia,"Peachtree Corners","6505 Bannor Lane",3,2,N/A
"October 13, 2014",Georgia,Atlanta,"85 Mount Zion Road",0,4,N/A
"October 12, 2014",California,Stockton,"1100 block of East March Lane",3,1,N/A
"October 12, 2014",Georgia,Atlanta,"Arthur Langford Jr Place",1,3,N/A
"October 11, 2014","New York",Utica,"222 Bleecker Street",0,5,N/A
"October 8, 2014",Georgia,Atlanta,"Auburn Avenue and Edgewood Avenue",0,4,N/A
"October 8, 2014","New York",Guilderland,"1846 Western Ave",4,0,N/A
"October 5, 2014",Florida,Jacksonville,"7300 block of Linda Drive",3,1,N/A
"October 5, 2014",Michigan,Detroit,"East 7 Mile Road and Sherwood Street",1,5,N/A
"October 4, 2014",Tennessee,Memphis,"1400 block of Gherald Street",2,2,N/A
"October 4, 2014",California,Pomona,"1925 West Holt Avenue ",0,4,N/A
"September 29, 2014","South Carolina",Walterboro,"29 Sandy Dam Lane",1,7,N/A
"September 29, 2014",California,Fresno,"2300 block of West Fountain Way ",0,4,N/A
"September 28, 2014",Pennsylvania,Philadelphia,"2800 block of Hope Street",0,4,N/A
"September 28, 2014",Florida,Miami,"NW 7th Ave and NW 64th Street",0,15,N/A
"September 27, 2014",Missouri,"Saint Louis","2000 block East John Avenue",0,5,N/A
"September 26, 2014","South Carolina","Darlington County","600 block of Turner Road",1,4,N/A
"September 21, 2014",Ohio,"East Liverpool","440 First St",0,4,N/A
"September 20, 2014",Mississippi,Batesville,"8297 Curtis Rd",2,2,N/A
"September 19, 2014","New York",Queens,"32-14 106th St",0,4,N/A
"September 18, 2014",Florida,Bell,"NW 30th Street and NW 39th Terrace",8,0,N/A
"September 15, 2014",Louisiana,"New Orleans","Chef Menteur Highway and Dale Street",0,5,N/A
"September 14, 2014",Texas,"Flour Bluff","229 Naval Air Station Drive",3,1,N/A
"September 14, 2014",Alaska,Anchorage,"225 E Fifth",0,6,N/A
"September 11, 2014",Michigan,Detroit,"14000 block of Patton",1,7,N/A
"September 6, 2014",Florida,Orlando,"2015 Orange Blossom Trail",0,4,N/A
"September 6, 2014",Georgia,Macon,"576 Poplar Street",0,5,N/A
"September 4, 2014",Michigan,Flint,"2400 block of Martin Luther King Boulevard",0,5,N/A
"September 3, 2014",California,"Los Angeles","East 27th and Stanford ",0,6,N/A
"September 2, 2014",California,Highland,"25000 block of Fifth Street ",0,5,N/A
"September 2, 2014",Mississippi,Jackson,"3622 Medgar Evers Boulevard",2,3,N/A
"August 31, 2014",California,Livermore,"200 block of South Q Street ",0,5,N/A
"August 29, 2014",Florida,Brooksville,"820 Peach St",3,1,N/A
"August 27, 2014",Michigan,Detroit,"16600 block of Edmore",1,3,N/A
"August 24, 2014",Illinois,Chicago,"8300 block of South Halsted Street",1,3,N/A
"August 24, 2014",Georgia,Augusta,"1013 Carrie Street",1,3,N/A
"August 24, 2014",California,"San Fernando","1400 block of Celis Street ",3,4,N/A
"August 20, 2014",Tennessee,Memphis,"1400 block of Briarcrest Lane",0,5,N/A
"August 18, 2014",Louisiana,"Saint Martinville","Main and Hyacinth streets",0,4,N/A
"August 17, 2014","New York",Queens,"153-38 118th Ave",0,4,N/A
"August 17, 2014",Massachusetts,Boston,"Edinboro Street",0,4,N/A
"August 17, 2014",California,"East Palo Alto","Purdue Street and Georgetown Avenue",1,3,N/A
"August 17, 2014",Nevada,"Las Vegas","Owens Avenue and H Street",0,4,N/A
"August 16, 2014","New Jersey",Plainfield,"West 3rd Street and Monroe Avenue",1,3,N/A
"August 16, 2014",Utah,"Salt Lake City","122 Pierpont Avenue",0,6,N/A
"August 14, 2014",Tennessee,Memphis,"797 Pope Street",1,3,N/A
"August 13, 2014",Tennessee,Clarksville,"Treeland Drive",0,4,N/A
"August 13, 2014",Louisiana,"New Orleans","New Orleans and North Rocheblave streets",0,4,N/A
"August 12, 2014",Georgia,Cartersville,"Brent Cir",2,3,N/A
"August 12, 2014","New York",Buffalo,"Oakmont Avenue",1,3,N/A
"August 10, 2014",Louisiana,"New Orleans","5400 block of Burgundy St",2,5,N/A
"August 10, 2014","District of Columbia",Washington,"50 block of N St SW",0,6,N/A
"August 10, 2014",Georgia,Wrightsville,"2455 Idylwild Dr",0,6,N/A
"August 10, 2014",California,"Moreno Valley","16300 block of Heather Glen Road ",0,7,N/A
"August 9, 2014",Minnesota,Minneapolis,"400 3rd Ave N",1,8,N/A
"August 8, 2014",Wisconsin,Milwaukee,"3000 block of N. 28th Street ",0,4,N/A
"August 8, 2014","District of Columbia",Washington,"Second Street and Todd Place NE",0,4,N/A
"August 8, 2014","New Mexico",Albuquerque,"3426 Vassar NE",1,3,N/A
"August 6, 2014",California,Bakersfield,"1700 block of Quincy Street ",3,1,N/A
"August 4, 2014",Georgia,Atlanta,"1100 block of Joseph E. Boone Boulevard NW",0,5,N/A
"August 3, 2014",Texas,Humble,"3403 FM 1960",0,7,N/A
"August 3, 2014",Missouri,"Saint Louis","5200 block of Thekla ",0,5,N/A
"August 3, 2014",Virginia,Culpeper,"4400 block of Rixeyville Road",5,0,N/A
"August 3, 2014",Tennessee,Columbia,"East 9th Street and Bridge Street",0,5,N/A
"August 2, 2014",Texas,Dallas,"5125 Wynell Street",3,1,N/A
"August 2, 2014",Massachusetts,"New Bedford","Acushnet Avenue",0,7,N/A
"August 2, 2014",Pennsylvania,Pittsburgh,"Penn Avenue and 29th Street",1,5,N/A
"August 1, 2014",Pennsylvania,Philadelphia,"1500 block of South Etting Street",1,3,N/A
"July 30, 2014","North Carolina","Hope Mills","5109 New Moon Dr",3,4,N/A
"July 28, 2014",Pennsylvania,Philadelphia,"4900 block of North Front Street",1,4,N/A
"July 27, 2014",Missouri,"Saint Louis","2000 block of East John Avenue",0,5,N/A
"July 26, 2014",Arkansas,"Pine Bluff","Third Ave and Redbud St",1,3,N/A
"July 26, 2014",Maine,Saco,"35 Water Street",5,0,N/A
"July 26, 2014",Georgia,Sylvester,"Royal Street",0,8,N/A
"July 25, 2014",Illinois,Chicago,"700 South California Avenue",1,6,N/A
"July 23, 2014",Pennsylvania,Braddock,"700 block of Hickory St",0,4,N/A
"July 21, 2014","New Jersey",Irvington,"36 Welland Avenue",0,6,N/A
"July 21, 2014",Tennessee,Memphis,"300 block of Foote Park Lane",0,4,N/A
"July 20, 2014",Illinois,"East Saint Louis","5103 block of Bunkum Rd",1,3,N/A
"July 20, 2014",Nevada,"Las Vegas","Rancho Drive 3400 block ",1,3,N/A
"July 19, 2014",Illinois,Chicago,"1300 North Mason Avenue",0,4,N/A
"July 14, 2014",California,Sacramento,"Fulton Avenue ",1,4,N/A
"July 13, 2014",Washington,Skyway,"12600 Renton Avenue South ",0,5,N/A
"July 13, 2014",Connecticut,Stamford,"84 West Park Place",0,5,N/A
"July 13, 2014","District of Columbia",Washington,"1700 block of Lincoln Road NE",0,4,N/A
"July 12, 2014",California,Pasadena,"1700 block of Summit Avenue",3,2,N/A
"July 11, 2014",Illinois,Chicago,"5200 West Quincy Street",1,3,N/A
"July 9, 2014",Texas,Spring,"711 Leaflet Ln",6,1,N/A
"July 8, 2014","Rhode Island",Providence,"35 March Street",0,5,N/A
"July 7, 2014",Kentucky,Stopover,"KY 194E",0,4,N/A
"July 7, 2014",California,"San Bernardino","312  E Baseline Street ",1,4,N/A
"July 6, 2014",Florida,Miami,"NW 20th Ave and NW 62nd St",2,2,N/A
"July 6, 2014",Missouri,"Saint Louis","4600 block of Natural Bridge Avenue",0,4,N/A
"July 6, 2014","New York",Buffalo,"100 block of Erb Street",0,4,N/A
"July 5, 2014",Texas,Houston,"1700 Almeda-Genoa",0,6,N/A
"July 5, 2014",Virginia,Norfolk,"861 W. 36th Street",0,7,N/A
"July 5, 2014",Oregon,Portland,"333 SE 122ND Ave",1,4,N/A
"July 5, 2014",Indiana,Indianapolis,"Broad Ripple Avenue",0,7,N/A
"July 5, 2014",Illinois,Centreville,"4700 Piggott Avenue",0,5,N/A
"July 4, 2014",Virginia,Norfolk,"1722 Thurgood Street",0,5,N/A
"July 2, 2014",Pennsylvania,Chester,"1400 block of West Congress Street",0,5,N/A
"June 30, 2014",Kentucky,Lexington,"Scottsdale Circle",1,3,N/A
"June 29, 2014",Louisiana,"New Orleans","700 block of Bourbon St",1,9,N/A
"June 29, 2014",Missouri,"Saint Louis","2800 block of Dayton",0,4,N/A
"June 29, 2014",California,"Los Angeles","1100 block of North Vermont Avenue",1,5,N/A
"June 28, 2014",California,Antioch,"5500 Cedar Point Way",0,7,N/A
"June 28, 2014","New York",Manhattan,"Fifth Avenue and West 139th Street",0,4,N/A
"June 27, 2014",California,"San Diego","1600 block of Cathy Street",1,3,N/A
"June 26, 2014",Wisconsin,Milwaukee,"24th and Locust",0,5,N/A
"June 26, 2014",Michigan,Detroit,"Grand St",2,2,N/A
"June 25, 2014",Massachusetts,Lowell,"Midland Street",0,5,N/A
"June 24, 2014",Florida,Miami,"Northwest 12th Avenue and 65th Street",2,7,N/A
"June 22, 2014",California,Windsor,"Windsor Avenue",1,3,N/A
"June 21, 2014","District of Columbia",Washington,"Florida Avenue and U Street NW",0,4,N/A
"June 21, 2014",Tennessee,Memphis,"2119 East Alcy Road",0,5,N/A
"June 20, 2014",Maryland,"Seat Pleasant","6600 block of Greig Street",0,4,N/A
"June 15, 2014",Indiana,Kokomo,"5100 Clinton Drive",0,4,N/A
"June 15, 2014",Illinois,"Park Forest","200 Berry Street",0,4,N/A
"June 13, 2014",California,"Los Angeles","8600 block of South Figueroa Street",3,1,N/A
"June 9, 2014","New Jersey",Paterson,"Rosa Parks Boulevard and Godwin Avenue",0,6,N/A
"June 8, 2014",Alabama,Opp,"611 Hardin Street",1,4,N/A
"June 7, 2014","South Carolina","Moncks Corner","Tish Lane",1,5,N/A
"June 7, 2014",Michigan,"Oak Park","10811 W. Ten Mile Rd.",1,3,N/A
"June 4, 2014",Illinois,Chicago,"4900 West West End Avenue",1,3,N/A
"June 3, 2014",Georgia,Atlanta,"Auburn Avenue",1,4,N/A
"June 2, 2014",Illinois,Chicago,"2660 E. 79th St",0,7,N/A
"June 1, 2014",Illinois,Chicago,"West Ferdinand Street and North Lavergne Avenue ",1,5,N/A
"June 1, 2014",California,Sacramento,"6500 46th Street",0,4,N/A
"May 31, 2014",California,"San Bernardino","800 block of West Victoria St",1,3,N/A
"May 25, 2014",Ohio,Toledo,"2100 block of Joffre Avenue",1,3,N/A
"May 24, 2014",Michigan,Detroit,"Strathmoor St",0,4,N/A
"May 24, 2014","South Carolina","Myrtle Beach","Ocean Boulevard near First Avenue North",3,1,N/A
"May 23, 2014",California,"Goleta (Isla Vista)","840 Embarcadero Del Norte",4,8,N/A
"May 23, 2014",Louisiana,"New Orleans","6200 block of Eads Street",1,7,N/A
"May 23, 2014",California,Bellflower,"9541 Flower Street",2,2,N/A
"May 21, 2014",Texas,Dallas,"4500 block of Village Fair Drive",1,3,N/A
"May 18, 2014",Ohio,Sandusky,"1643 Cleveland Rd",0,7,N/A
"May 17, 2014",California,Coachella,"84000 block of Pedro Drive",1,3,N/A
"May 17, 2014","District of Columbia",Washington,"2200 block of Adams Place NE",0,5,N/A
"May 13, 2014",Georgia,Atlanta,"Panther Trail and Childress Drive",0,5,N/A
"May 12, 2014",Illinois,Chicago,"3400 West 24th Street",0,4,N/A
"May 11, 2014",Tennessee,Memphis,"2517 Shasta",0,7,N/A
"May 10, 2014",California,Sacramento,"3031 Guadalajara Way",1,6,N/A
"May 10, 2014",Georgia,"Stone Mountain","1100 To Lani Farm Road",1,3,N/A
"May 10, 2014",Georgia,Decatur,"Shamrock Dr",2,3,N/A
"May 4, 2014",Illinois,Chicago,"500 West Erie Street",1,3,N/A
"May 4, 2014",Colorado,"Wheat Ridge","12100 W 44th",0,4,N/A
"May 3, 2014",Arkansas,Jonesboro,"2201 Moore Rd",4,4,N/A
"April 30, 2014",Illinois,Chicago,"7200 South Phillips Avenue",0,4,N/A
"April 29, 2014",Georgia,Kennesaw,"1675 Airport Road",1,6,N/A
"April 27, 2014","New York",Troy,"Fourth Street",0,5,N/A
"April 25, 2014",Tennessee,Memphis,"2000 Chelsea Avenue",2,3,N/A
"April 22, 2014",California,"Los Angeles","6419 Brynhurst Avenue",1,3,N/A
"April 20, 2014",Illinois,Montgomery,"1300 block of Jackson St",0,6,N/A
"April 20, 2014",Florida,Tampa,"2902 N. 32nd St.",2,2,N/A
"April 20, 2014",Illinois,Chicago,"6600 South Michigan Ave",0,5,N/A
"April 14, 2014","District of Columbia",Washington,"1909 19th St SE",0,4,N/A
"April 12, 2014",Louisiana,"New Orleans","2100 block of Pauger Street",1,3,N/A
"April 11, 2014",Indiana,Richmond,"North 15th and H Streets",0,4,N/A
"April 9, 2014",Illinois,Rockford,"300 N Sunset Ave",0,5,N/A
"April 9, 2014",Tennessee,"Lookout Valley","Kellys Ferry Road and Kellys Ferry Place",3,1,N/A
"April 7, 2014",Louisiana,"New Orleans","500 block of South Alexander Street",0,4,N/A
"April 6, 2014",Massachusetts,Springfield,"90 Worthington St.",0,4,N/A
"April 6, 2014",Oklahoma,"Oklahoma City","Northwest 29th Street and Portland Avenue",0,4,N/A
"April 5, 2014",Illinois,Chicago,"4300 W Wilcox Street",1,5,N/A
"April 5, 2014",Arizona,Phoenix,"5400 block of W Palm Ln",1,3,N/A
"April 5, 2014",California,Fairfield,"Orchid Street ",0,4,N/A
"April 2, 2014",Texas,"Fort Hood","Motor Pool Road and Tank Destroyer Boulevard",4,16,N/A
"March 30, 2014","North Carolina",Charlotte,"4300 Sunset Road",0,5,N/A
"March 30, 2014",Mississippi,Starkville,N/A,0,5,N/A
"March 23, 2014",Texas,Arlington,"2700 Majesty Drive",1,3,N/A
"March 23, 2014",California,"San Francisco","Turk and Taylor",0,7,N/A
"March 23, 2014",California,"Long Beach","601 Long Beach Boulevard",1,3,N/A
"March 21, 2014","South Carolina","North Charleston","7550 Dorchester Road",0,4,N/A
"March 16, 2014",Texas,Beaumont,"S 4th St",3,1,N/A
"March 16, 2014",Georgia,Waynesboro,"4960 Highway 80 West ",0,4,N/A
"March 14, 2014","New York",Brooklyn,"S. Second and Roebling Sts",0,4,N/A
"March 9, 2014",Ohio,Fremont,"531 W State St",3,1,N/A
"March 9, 2014",Texas,Austin," 4900 block of West Race Avenue",0,6,N/A
"March 8, 2014",California,Richmond,"1600 block of First Street",1,3,N/A
"March 8, 2014",Illinois,Chicago,"4900 West Race Ave",0,6,N/A
"March 5, 2014","South Carolina",Pelzer,"Law Street",3,2,N/A
"March 1, 2014",Pennsylvania,Pittsburgh,"Hamilton Avenue",1,4,N/A
"March 1, 2014",Michigan,Detroit,"7800 Gratiot Av.",0,4,N/A
"February 25, 2014",Virginia,"Glade Spring","33325 Graceland Ln",4,1,N/A
"February 22, 2014",California,Wilmington,"1200 block of W Papeete St",0,4,N/A
"February 20, 2014",Indiana,Indianapolis,"3400 block of South Parker",4,0,N/A
"February 20, 2014",California,Alturas,"300 W 1st St",4,2,N/A
"February 16, 2014",Florida,"Orlando (Pine Hills)","4500 block of Charlene Terrace",1,6,N/A
"February 16, 2014",Texas,Dallas,"2600 block of South Harwood Street",1,7,N/A
"February 16, 2014",Indiana,"Fort Wayne","Lafayette Street and East Tillman Road",0,5,N/A
"February 16, 2014",Texas,"Fort Worth"," 115 NW 25th St.",1,4,N/A
"February 16, 2014",Florida,Jacksonville,"1187 S. Edgewood Ave.",1,4,N/A
"February 15, 2014",Nevada,"Las Vegas","Sahara and Maryland ",0,5,N/A
"February 12, 2014",Indiana,Gary,"2220 block of Broadway",0,5,N/A
"February 12, 2014",California,Stockton,"Constitution Park",1,3,N/A
"February 12, 2014",California,Oakland,"37th and International ",1,3,N/A
"February 7, 2014",Florida,Miami,"Northwest 41st Street and 9th Avenue ",0,5,N/A
"February 6, 2014",Louisiana,"New Orleans","4600 block of Downman Road",0,4,N/A
"February 5, 2014",Illinois,Chicago,"6740 N Clark St",1,3,N/A
"February 3, 2014",Indiana,Franklin,"2100 block of Bridlewood Dr",3,2,N/A
"January 27, 2014","North Carolina","Rocky Mount","821 Word Plaza",0,4,N/A
"January 27, 2014",Washington,Seattle,"2nd Avenue South and South Main Street",1,4,N/A
"January 25, 2014",Illinois,Chicago,"S Union Ave and W 51st St",1,4,N/A
"January 25, 2014",Florida,"Belle Glade","600 block of Covenant Drive",0,4,N/A
"January 21, 2014","New Jersey",Newark,"Springfield Avenue ",2,3,N/A
"January 20, 2014",Virginia,Manassas,"8509 Rixlew Ln",0,4,N/A
"January 16, 2014",Oklahoma,Ardmore,"H St NE and Martin Luther King Blvd",2,4,N/A
"January 16, 2014",Utah,"Spanish Fork","37 N. 630 West",5,0,N/A
"January 14, 2014",California,"Los Angeles","West 86th Street",0,4,N/A
"January 13, 2014",Michigan,Detroit,"800 block of Calvert St",0,4,N/A
"January 12, 2014",Illinois,Elgin,"300 block of North St",0,5,N/A
"January 12, 2014",Louisiana,Tallulah,"3600 block of Highway 80 W",0,6,N/A
"January 12, 2014",Alabama,Huntsville,"University Drive",0,5,N/A
"January 11, 2014",Mississippi,Jackson,"3430 W. Capitol Street",0,4,N/A
"January 5, 2014",Pennsylvania,Erie,"829 Parade St",1,3,N/A
"January 3, 2014","New York",Queens,"Farmers Boulevard and 133rd Avenue",1,3,N/A
"January 1, 2014",Virginia,Norfolk,"Rockingham Street and Berkley Avenue Extended",2,2,N/A
